hash_id,case,comment_anon,emojis,themes_a,themes_b,themes_rev,disagreement,kappa_rev_a,kappa_rev_b,theme_C1_a,theme_C2_a,theme_C3_a,theme_C4_a,theme_C5_a,theme_NA_a,character_a,tone_a,confidence_a,theme_C1_b,theme_C2_b,theme_C3_b,theme_C4_b,theme_C5_b,theme_NA_b,character_b,tone_b,confidence_b,theme_C1_rev,theme_C2_rev,theme_C3_rev,theme_C4_rev,theme_C5_rev,theme_NA_rev,character_rev,tone_rev,confidence_rev,theme_C1_h,theme_C2_h,theme_C3_h,theme_C4_h,theme_C5_h,theme_NA_h,character_h,tone_h,human_notes,reviewed_by,reviewed_at,classification_source,needs_human_review
BRUNO_MARS_3901,Bruno_Mars,📍veem fazer festa no Brasil 💚🇧🇷,🇧🇷 💚 📍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3902,Bruno_Mars,Bruninho 💚🇧🇷,🇧🇷 💚,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3907,Bruno_Mars,This will always be the best 🇧🇷😍,🇧🇷 😍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3908,Bruno_Mars,Bruno está de volta 🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3909,Bruno_Mars,"O álbum está pronto, agora a festa é no Brasil",,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3910,Bruno_Mars,Bruninho 😍,😍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3912,Bruno_Mars,Bora arredondar esses 200 milhoesssss de visualizações 🇧🇷🔥🇧🇷💚,🇧🇷 💚 🔥,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3917,Bruno_Mars,📍,📍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3933,Bruno_Mars,Te amo Bruninho 💚🇧🇷,🇧🇷 💚,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3934,Bruno_Mars,Gente que surto foi esse KKKKKKKKKKKK dos brasileiros comentarem esses dias por aqui. 😂😂😂 Vocês são demais em. 😂,😂,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3935,Bruno_Mars,Agora volta ❤️,❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3936,Bruno_Mars,VOLTA 💚💛,💚 💛,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3937,Bruno_Mars,"Lançou álbum, JÁ PODE VOLTAR AMOR 💁🏽‍♀️🇧🇷🤩",💁🏽‍♀️ 🇧🇷 🤩,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3939,Bruno_Mars,@user nós te amamos!🇧🇷❤️,🇧🇷 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3947,Bruno_Mars,200 mi. Bora?!,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3948,Bruno_Mars,The Romantic tá chegando ❤️,❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3949,Bruno_Mars,❤️🌹,❤️ 🌹,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3950,Bruno_Mars,Bruninhooo ta de voltaaaa caraleooo 🇧🇷🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3951,Bruno_Mars,Enfim o album saiu 🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3952,Bruno_Mars,Te amoooooo 🇧🇷🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3957,Bruno_Mars,📍📍📍📍😍,😍 📍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3959,Bruno_Mars,@user vamos esse ano amiga??? 😍,😍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3960,Bruno_Mars,TAMO C SDD,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3969,Bruno_Mars,Bruninho 😍,😍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3970,Bruno_Mars,📍,📍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_3988,Bruno_Mars,COME TO 🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4052,Bruno_Mars,Ta uma loucuraaaaa sem tempooo de passar nos comentários mass estamos na ativa aaahhh 📍💚🔥🇧🇷💛 rumo aos 200m,🔥 🇧🇷 💛 💚 📍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4054,Bruno_Mars,The Romntic Tour in Brazil 🇧🇷💚💛🔥🔥🔥🔥 volta pra casa Bruno Márcio,🇧🇷 🔥 💚 💛,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4055,Bruno_Mars,COMO TO BRAZIL 🇧🇷❤️,🇧🇷 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4058,Bruno_Mars,Queremos the romantic tour no Brasil!!!!🇧🇷❤️🌹🌹🌹 esse é o bonde do Brunão 🇧🇷,🇧🇷 ❤️ 🌹,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4060,Bruno_Mars,QUEREMOS THE ROMANTIC TOUR NO BRASIL🇧🇷🔥🌹 VOLTA PRA SUA CASA BRUNINHO🇧🇷,🇧🇷 🌹 🔥,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4061,Bruno_Mars,Queremos THE ROMANTIC TOUR BRAZIL 📍🇧🇷😩,😩 🇧🇷 📍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4063,Bruno_Mars,Brasil 🇧🇷 Traga a turnê pra cá,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4064,Bruno_Mars,"Queremos a turnê no Brasil, volta pra casa 🇧🇷🇧🇷❤️❤️",🇧🇷 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4066,Bruno_Mars,A turnê no Brasil🇧🇷 @user,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4068,Bruno_Mars,Brasil 📍🇧🇷❤️,🇧🇷 📍 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4070,Bruno_Mars,The romantic 💐,💐,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4081,Bruno_Mars,Voltando aqui porque estamos com saudades 🥹🇧🇷,🇧🇷 🥹,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4083,Bruno_Mars,Voltaaaaa pra casa Brunão !🇧🇷😍,🇧🇷 😍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4094,Bruno_Mars,Estamos a só 200mil 🔥 bora galera a gente vai conseguir!!!!🇧🇷🔥🔥🔥,🔥 🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4102,Bruno_Mars,198 e subindo🚀,🚀,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4106,Bruno_Mars,Como to Brazil🇧🇷📍,🇧🇷 📍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4108,Bruno_Mars,🇧🇷 Só vem!!!,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4110,Bruno_Mars,Vamos 💚💛🇧🇷🇧🇷🇧🇷,🇧🇷 💚 💛,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4112,Bruno_Mars,"Falta pouco, vamos!!!!!",,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4120,Bruno_Mars,Love you Bruno😍,😍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4122,Bruno_Mars,"Vem Bruninho,@user, estamos em surto coletivo.😵‍💫😂🇧🇷🇧🇷🇧🇷",🇧🇷 😂 😵‍💫,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4134,Bruno_Mars,"BRUNO MARS, NÃO EXISTE PAÍS NO MUNDO QUE TE QUEIRA NELE MAIS QUE O BRASIL, ESTAMOS NESSA CAMPANHA RUMO AOS 200M NESSE VÍDEO. E, IREMOS CONSEGUIR. TE AMAMOS MUITO ❤️🇧🇷",🇧🇷 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4135,Bruno_Mars,Como to Brasil 🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4137,Bruno_Mars,Como to Brasil🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4138,Bruno_Mars,Como to Brasil 🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4139,Bruno_Mars,Como to Brasil 🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4141,Bruno_Mars,Anuncia a tour Bruninho 💚 … te amamos 🇧🇷❤️,🇧🇷 💚 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4147,Bruno_Mars,Vamos nós!!!,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4154,Bruno_Mars,Brasil te ama,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4171,Bruno_Mars,O BRUNO TÁ EM CASA,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4175,Bruno_Mars,The Romântic 🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4177,Bruno_Mars,VIM AQ SÓ P TE LEMBRAR Q VC PROMETEU VOLTARRRRR,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4179,Bruno_Mars,Romantic tour 🇧🇷🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4181,Bruno_Mars,@user nunca te pedimos nada!!! Volta bruninho 🇧🇷🇧🇷🇧🇷😍😍,🇧🇷 😍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4183,Bruno_Mars,PASSANDO PRA DIZER QUE TEM QUE TER DE NOVO PORRAAAAAAAA,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4188,Bruno_Mars,Espero que você jogue essas 🌹 para gente do palco ❤️😂 amo,😂 ❤️ 🌹,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4189,Bruno_Mars,Nosso romântico favorito 🇧🇷❤️ te amo,🇧🇷 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4190,Bruno_Mars,Vem Bruninho 🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4192,Bruno_Mars,Volta Bruninho 🇧🇷 estamos prontas,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4194,Bruno_Mars,Volta Bruninho 🇧🇷🇧🇷🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4195,Bruno_Mars,SOLTA AS DATAS DOS 30 SHOWS NO BRASIL E EU DIGO SE ESPERAVA🇧🇷💚💛,🇧🇷 💚 💛,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4197,Bruno_Mars,Voltaaaaaa 💚🇧🇷💛,🇧🇷 💚 💛,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4198,Bruno_Mars,Vem logo 🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4199,Bruno_Mars,Bruninho 😍😂,😍 😂,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4200,Bruno_Mars,Volta pra casa Bruno 🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4202,Bruno_Mars,"SOLTA AS DATAS DA TOUR NO BRASIL, BRUNOOOO 🇧🇷",🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4204,Bruno_Mars,ILY❤️❤️🇧🇷🇧🇷,🇧🇷 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4215,Bruno_Mars,Eu achei que eu era o único em 2026 kkkkkkk,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4216,Bruno_Mars,Wow🔥🔥🔥🔥🇧🇷🇧🇷❤️❤️,🔥 ❤️ 🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4219,Bruno_Mars,Não dá pra esquecer!,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4220,Bruno_Mars,Finalizar a tour 2026 no Brasil e fazer um novo vídeo pra gente 🇧🇷❤️🙏🏻,🙏🏻 🇧🇷 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4221,Bruno_Mars,Voltaaaa 🇧🇷❤️🇧🇷❤️🇧🇷❤️,🇧🇷 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4227,Bruno_Mars,I just might❤️❤️❤️,❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4233,Bruno_Mars,"You made a promise, don't forget! 💚💛💙🔥📍🇧🇷😂",🔥 🇧🇷 💛 💙 😂 💚 📍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4236,Bruno_Mars,Bruninho ❤️🇧🇷,🇧🇷 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4238,Bruno_Mars,Vs prometeu voltaaaaaaar 😭😭😭 🇧🇷🇧🇷💚💚💚🇧🇷🇧🇷💚🇧🇷,🇧🇷 💚 😭,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4239,Bruno_Mars,🇧🇷🇧🇷🇧🇷 já pode voltar,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4242,Bruno_Mars,"Lindo, volta logo pro Brasil 💚💛🇧🇷",🇧🇷 💚 💛,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4246,Bruno_Mars,"Bruninho , o Brasil te espera 🇧🇷",🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4248,Bruno_Mars,Só passando aqui para lembrar ele do Brasil 🇧🇷,🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4249,Bruno_Mars,💚🇧🇷🇧🇷🇧🇷 no puede ser 😭🤭está en todas partes,🤭 🇧🇷 💚 😭,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4257,Bruno_Mars,"Vc falou que ia voltar, Brunooooo🇧🇷🥲🥲🥲",🇧🇷 🥲,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4260,Bruno_Mars,Vi no TikTok e deu sdds,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4261,Bruno_Mars,Cadê as Popozuda? Estamos aqui esperando você anunciar a tour no Brasil 🇧🇷😍💚💛,🇧🇷 💛 💚 😍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4262,Bruno_Mars,@user South Africa awaits you! 😍,😍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4263,Bruno_Mars,Bem pertinho já,,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4268,Bruno_Mars,"So para não esquecer da gente querido , te amamos 🇧🇷🇧🇷🇧🇷🇧🇷",🇧🇷,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4269,Bruno_Mars,BONDE DO BRUNÃO 🇧🇷❤️,🇧🇷 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4270,Bruno_Mars,"O Kenner , o caramelo KKKK Nunca vou superar 😂❤️",😂 ❤️,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4271,Bruno_Mars,AS POPOSURAS 📍,📍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4272,Bruno_Mars,Batendo quase 200k de visualizações 🇧🇷😍❤️,🇧🇷 ❤️ 😍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4273,Bruno_Mars,"Cada vez que vejo esse vídeo me dá saudades de tudo o que vi e vivi 🥹 volta logo, @user BRUNAUR 😂❤️🔥",🔥 😂 ❤️ 🥹,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_4277,Bruno_Mars,Saudades 😍,😍,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_5994,Bruno_Mars,"Amamos você, Bruninho.💚💛🇧🇷🇧🇷🇧🇷❤️😍",😍 🇧🇷 💛 ❤️ 💚,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
BRUNO_MARS_5995,Bruno_Mars,Brunoooooo vc prometeu voltar 😭💚💚💛💛,💚 😭 💛,,,N.A.,N.A.: rev,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Afetivo,Neutro,0.0,,,,,,,,,,,,error,True
