hash_id,case,comment_anon,emojis_list,hashtags_list,language,is_brazilian,comment_length,theme_C1,theme_C2,theme_C3,theme_C4,theme_C5,theme_NA,theme_conf,character,char_conf,tone,tone_conf,classification_source,rule_id,coder_agreement,reviewer_used,kappa_reviewer_a,kappa_reviewer_b,human_reviewed
BRUNO_MARS_4187,Bruno_Mars,Come to Brazil 🇧🇷 Bruninho nosso romântico favorito 🌹,"['🇧🇷', '🌹']",[],it,True,53,False,False,False,True,False,False,0.93,Afetivo,0.92,Positivo,0.91,rule,come_to_brazil,True,False,,,False
BRUNO_MARS_4191,Bruno_Mars,Come to Brazil 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,['🇧🇷'],[],it,True,27,False,False,False,True,False,False,0.93,Afetivo,0.92,Positivo,0.91,rule,come_to_brazil,True,False,,,False
BRUNO_MARS_4193,Bruno_Mars,❤️🇧🇷,"['🇧🇷', '❤️']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4196,Bruno_Mars,🇧🇷🇧🇷,['🇧🇷'],[],,True,4,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4201,Bruno_Mars,Come to Brasil🇧🇷,['🇧🇷'],[],pt,True,16,False,False,False,True,False,False,0.93,Afetivo,0.92,Positivo,0.91,rule,come_to_brazil,True,False,,,False
BRUNO_MARS_4203,Bruno_Mars,🇧🇷🇧🇷,['🇧🇷'],[],,True,4,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4205,Bruno_Mars,💚🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷💛,"['🇧🇷', '💚', '💛']",[],,True,14,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4206,Bruno_Mars,🇧🇷🇧🇷🇧🇷,['🇧🇷'],[],,True,6,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4207,Bruno_Mars,🇧🇷,['🇧🇷'],[],,True,2,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4208,Bruno_Mars,🇧🇷,['🇧🇷'],[],,True,2,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4209,Bruno_Mars,🇧🇷,['🇧🇷'],[],,True,2,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4210,Bruno_Mars,🇧🇷,['🇧🇷'],[],,True,2,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4211,Bruno_Mars,🇧🇷,['🇧🇷'],[],,True,2,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4212,Bruno_Mars,🌹❤️🇧🇷,"['🇧🇷', '❤️', '🌹']",[],,True,5,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4213,Bruno_Mars,🇧🇷🌹❤️,"['🇧🇷', '❤️', '🌹']",[],,True,5,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4214,Bruno_Mars,❤️🇧🇷🌹,"['🇧🇷', '❤️', '🌹']",[],,True,5,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4217,Bruno_Mars,🇧🇷,['🇧🇷'],[],,True,2,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4218,Bruno_Mars,🇧🇷🇧🇷🇧🇷🇧🇷,['🇧🇷'],[],,True,8,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4222,Bruno_Mars,🇧🇷🇧🇷🇧🇷🇧🇷,['🇧🇷'],[],,True,8,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4223,Bruno_Mars,🇧🇷💚,"['🇧🇷', '💚']",[],,True,3,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4224,Bruno_Mars,❤️❤️❤️,['❤️'],[],,False,6,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,rule,affect_heart_foreign,True,False,,,False
BRUNO_MARS_4225,Bruno_Mars,🔥🔥🔥🔥🔥🔥🇧🇷📍,"['🔥', '📍', '🇧🇷']",[],,True,9,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4226,Bruno_Mars,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,['🇧🇷'],[],,True,12,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4228,Bruno_Mars,🇧🇷🇧🇷🇧🇷🇧🇷,['🇧🇷'],[],,True,8,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4229,Bruno_Mars,😍😍😍😍😍,['😍'],[],,False,5,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,rule,affect_combo_foreign,True,False,,,False
BRUNO_MARS_4230,Bruno_Mars,🇧🇷🇧🇷🇧🇷😍😍,"['🇧🇷', '😍']",[],,True,8,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4231,Bruno_Mars,🇧🇷🇧🇷🇧🇷🇧🇷💚💚💚💚❤️❤️❤️❤️😍😍😍,"['🇧🇷', '💚', '❤️', '😍']",[],,True,23,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4232,Bruno_Mars,❤️❤️❤️❤️🇧🇷🇧🇷🇧🇷🇧🇷,"['🇧🇷', '❤️']",[],,True,16,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4234,Bruno_Mars,🇧🇷❤️,"['🇧🇷', '❤️']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4235,Bruno_Mars,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,['🇧🇷'],[],,True,12,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4237,Bruno_Mars,❤️❤️❤️🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,"['🇧🇷', '❤️']",[],,True,18,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4240,Bruno_Mars,🇧🇷🇧🇷🇧🇷🇧🇷,['🇧🇷'],[],,True,8,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4241,Bruno_Mars,🇧🇷🇧🇷🇧🇷🇧🇷,['🇧🇷'],[],,True,8,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4243,Bruno_Mars,🇧🇷💚💚💚,"['🇧🇷', '💚']",[],,True,5,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4244,Bruno_Mars,🇧🇷🇧🇷🇧🇷🇧🇷,['🇧🇷'],[],,True,8,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4245,Bruno_Mars,🇧🇷,['🇧🇷'],[],,True,2,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4247,Bruno_Mars,💚💚💚💚💚💚💚💚💚🇧🇷,"['🇧🇷', '💚']",[],,True,11,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4250,Bruno_Mars,🇧🇷💚,"['🇧🇷', '💚']",[],,True,3,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4251,Bruno_Mars,💛🇧🇷,"['🇧🇷', '💛']",[],,True,3,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4252,Bruno_Mars,❤️😍🇧🇷💚💛💙,"['😍', '🇧🇷', '💛', '❤️', '💙', '💚']",[],,True,8,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4253,Bruno_Mars,🇧🇷💚📍,"['🇧🇷', '💚', '📍']",[],,True,4,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4254,Bruno_Mars,😍😍😍🇧🇷🇧🇷,"['😍', '🇧🇷']",[],,True,7,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4255,Bruno_Mars,🇧🇷🇧🇷🇧🇷🇧🇷🔥🔥🔥❤️❤️,"['🇧🇷', '❤️', '🔥']",[],,True,15,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4256,Bruno_Mars,🇧🇷📍,"['🇧🇷', '📍']",[],,True,3,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4258,Bruno_Mars,🇧🇷🇧🇷🇧🇷📍,"['🇧🇷', '📍']",[],,True,7,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4259,Bruno_Mars,🇧🇷,['🇧🇷'],[],,True,2,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4264,Bruno_Mars,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,['🇧🇷'],[],,True,20,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4265,Bruno_Mars,🇧🇷📍,"['🇧🇷', '📍']",[],,True,3,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4266,Bruno_Mars,💚💚💚💚💚💚💚💚💚,['💚'],[],,False,9,False,False,False,True,False,False,0.83,Afetivo,0.86,Positivo,0.84,rule,national_colors_foreign,True,False,,,False
BRUNO_MARS_4267,Bruno_Mars,🔥🔥🔥🔥,['🔥'],[],,False,4,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,rule,affect_fire_foreign,True,False,,,False
BRUNO_MARS_4274,Bruno_Mars,😂❤️,"['😂', '❤️']",[],,False,3,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,rule,affect_combo_foreign,True,False,,,False
BRUNO_MARS_4275,Bruno_Mars,❤️🇧🇷,"['🇧🇷', '❤️']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4276,Bruno_Mars,💚💚🇧🇷🇧🇷🇧🇷,"['🇧🇷', '💚']",[],,True,8,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4278,Bruno_Mars,Bruninho no Brasil de novo 🇧🇷💚🔥,"['🇧🇷', '💚', '🔥']",[],pt,True,31,False,False,False,True,True,False,0.85,Afetivo,0.95,Positivo,0.92,llm_agreed,,True,False,,,False
BRUNO_MARS_4279,Bruno_Mars,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,['🇧🇷'],[],,True,10,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4280,Bruno_Mars,🫶🏻,['🫶🏻'],[],,False,2,False,False,False,True,False,False,0.78,Afetivo,0.85,Positivo,0.85,llm_agreed,,True,False,,,False
BRUNO_MARS_4281,Bruno_Mars,Foi massa @user,[],[],pt,True,24,False,False,False,True,False,False,0.9,Afetivo,0.91,Positivo,0.9,llm_reviewer,,False,True,1.0,0.5454545454545454,False
BRUNO_MARS_4282,Bruno_Mars,💚🇧🇷🔥,"['🇧🇷', '💚', '🔥']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4283,Bruno_Mars,🇧🇷🇧🇷,['🇧🇷'],[],,True,4,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4284,Bruno_Mars,😆😆💚😂😂,"['😂', '💚', '😆']",[],,False,5,False,False,False,True,False,False,0.92,Afetivo,0.95,Positivo,0.92,llm_agreed,,True,False,,,False
BRUNO_MARS_4285,Bruno_Mars,Não fui somente eu que veio relembrar o Bruninho de voltar no Brasil 🇧🇷 😂,"['🇧🇷', '😂']",[],pt,True,73,False,False,False,True,True,False,0.9,Afetivo,0.92,Positivo,0.9,llm_reviewer,,False,True,0.1666666666666666,1.0,False
BRUNO_MARS_4286,Bruno_Mars,❤️,['❤️'],[],,False,2,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,rule,affect_heart_foreign,True,False,,,False
BRUNO_MARS_4287,Bruno_Mars,Ijiiiiii que o homem mudou a foto do perfil!🔥,['🔥'],[],pt,True,45,False,False,False,True,False,False,0.9,Afetivo,0.9,Positivo,0.92,llm_reviewer,,False,True,0.5454545454545454,1.0,False
BRUNO_MARS_4288,Bruno_Mars,😂,['😂'],[],,False,1,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,rule,affect_combo_foreign,True,False,,,False
BRUNO_MARS_4289,Bruno_Mars,📍,['📍'],[],,False,1,False,False,False,False,True,False,0.92,Cognitivo,0.75,Neutro,0.75,llm_agreed,,True,False,,,False
BRUNO_MARS_4290,Bruno_Mars,💛,['💛'],[],,False,1,False,False,False,True,False,False,0.83,Afetivo,0.86,Positivo,0.84,rule,national_colors_foreign,True,False,,,False
BRUNO_MARS_4291,Bruno_Mars,😍,['😍'],[],,False,1,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,rule,affect_combo_foreign,True,False,,,False
BRUNO_MARS_4292,Bruno_Mars,💚,['💚'],[],,False,1,False,False,False,True,False,False,0.83,Afetivo,0.86,Positivo,0.84,rule,national_colors_foreign,True,False,,,False
BRUNO_MARS_4293,Bruno_Mars,🔥,['🔥'],[],,False,1,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,rule,affect_fire_foreign,True,False,,,False
BRUNO_MARS_4294,Bruno_Mars,🇧🇷,['🇧🇷'],[],,True,2,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4295,Bruno_Mars,❤️,['❤️'],[],,False,2,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,rule,affect_heart_foreign,True,False,,,False
BRUNO_MARS_4296,Bruno_Mars,🇧🇷😂,"['🇧🇷', '😂']",[],,True,3,False,False,False,False,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4297,Bruno_Mars,🇧🇷📍,"['🇧🇷', '📍']",[],,True,3,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4298,Bruno_Mars,🇧🇷💛,"['🇧🇷', '💛']",[],,True,3,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4299,Bruno_Mars,🇧🇷😍,"['🇧🇷', '😍']",[],,True,3,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4300,Bruno_Mars,🇧🇷💚,"['🇧🇷', '💚']",[],,True,3,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4301,Bruno_Mars,🇧🇷🔥,"['🇧🇷', '🔥']",[],,True,3,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4302,Bruno_Mars,🇧🇷❤️,"['🇧🇷', '❤️']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4303,Bruno_Mars,😂🇧🇷,"['🇧🇷', '😂']",[],,True,3,False,False,False,False,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4304,Bruno_Mars,🇧🇷😂🇧🇷,"['🇧🇷', '😂']",[],,True,5,False,False,False,False,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4305,Bruno_Mars,😂🇧🇷📍,"['🇧🇷', '😂', '📍']",[],,True,4,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4306,Bruno_Mars,😂🇧🇷💛,"['🇧🇷', '😂', '💛']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4307,Bruno_Mars,😂🇧🇷😍,"['🇧🇷', '😂', '😍']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4308,Bruno_Mars,😂🇧🇷💚,"['🇧🇷', '😂', '💚']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4309,Bruno_Mars,😂🇧🇷🔥,"['🇧🇷', '😂', '🔥']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4310,Bruno_Mars,😂🇧🇷❤️,"['🇧🇷', '😂', '❤️']",[],,True,5,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4311,Bruno_Mars,📍🇧🇷📍,"['🇧🇷', '📍']",[],,True,4,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4312,Bruno_Mars,🇧🇷📍🇧🇷,"['🇧🇷', '📍']",[],,True,5,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4313,Bruno_Mars,📍🇧🇷😂,"['🇧🇷', '😂', '📍']",[],,True,4,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4314,Bruno_Mars,📍🇧🇷💛,"['🇧🇷', '📍', '💛']",[],,True,4,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4315,Bruno_Mars,📍🇧🇷😍,"['🇧🇷', '📍', '😍']",[],,True,4,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4316,Bruno_Mars,📍🇧🇷💚,"['🇧🇷', '💚', '📍']",[],,True,4,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4317,Bruno_Mars,📍🇧🇷🔥,"['🇧🇷', '📍', '🔥']",[],,True,4,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4318,Bruno_Mars,📍🇧🇷❤️,"['🇧🇷', '📍', '❤️']",[],,True,5,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4319,Bruno_Mars,💛🇧🇷💛,"['🇧🇷', '💛']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4320,Bruno_Mars,🇧🇷💛🇧🇷,"['🇧🇷', '💛']",[],,True,5,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4321,Bruno_Mars,💛🇧🇷😂,"['🇧🇷', '😂', '💛']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4322,Bruno_Mars,💛🇧🇷📍,"['🇧🇷', '📍', '💛']",[],,True,4,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4323,Bruno_Mars,💛🇧🇷😍,"['🇧🇷', '😍', '💛']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4324,Bruno_Mars,💛🇧🇷💚,"['🇧🇷', '💚', '💛']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4325,Bruno_Mars,💛🇧🇷🔥,"['🇧🇷', '🔥', '💛']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4326,Bruno_Mars,💛🇧🇷❤️,"['🇧🇷', '❤️', '💛']",[],,True,5,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4327,Bruno_Mars,😍🇧🇷😍,"['😍', '🇧🇷']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4328,Bruno_Mars,🇧🇷😍🇧🇷,"['🇧🇷', '😍']",[],,True,5,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4329,Bruno_Mars,🔥🔥🔥🔥🔥🔥🔥,['🔥'],[],,False,7,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,rule,affect_fire_foreign,True,False,,,False
BRUNO_MARS_4330,Bruno_Mars,😍🇧🇷😂,"['😍', '😂', '🇧🇷']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4331,Bruno_Mars,😍🇧🇷📍,"['😍', '📍', '🇧🇷']",[],,True,4,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4332,Bruno_Mars,😍🇧🇷💛,"['😍', '🇧🇷', '💛']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4333,Bruno_Mars,😍🇧🇷💚,"['😍', '💚', '🇧🇷']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4334,Bruno_Mars,😍🇧🇷🔥,"['😍', '🇧🇷', '🔥']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4335,Bruno_Mars,😍🇧🇷❤️,"['😍', '❤️', '🇧🇷']",[],,True,5,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4336,Bruno_Mars,💚🇧🇷💚,"['🇧🇷', '💚']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4337,Bruno_Mars,🇧🇷💚🇧🇷,"['🇧🇷', '💚']",[],,True,5,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4338,Bruno_Mars,💚🇧🇷😂,"['🇧🇷', '😂', '💚']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4339,Bruno_Mars,💚🇧🇷📍,"['🇧🇷', '💚', '📍']",[],,True,4,False,False,False,False,True,False,0.86,Afetivo,0.88,Positivo,0.86,rule,flag_location,True,False,,,False
BRUNO_MARS_4340,Bruno_Mars,💚🇧🇷💛,"['🇧🇷', '💚', '💛']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4341,Bruno_Mars,💚🇧🇷😍,"['🇧🇷', '💚', '😍']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4342,Bruno_Mars,💚🇧🇷🔥,"['🇧🇷', '💚', '🔥']",[],,True,4,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4343,Bruno_Mars,💚🇧🇷❤️,"['🇧🇷', '💚', '❤️']",[],,True,5,False,False,False,True,True,False,0.84,Afetivo,0.88,Positivo,0.86,rule,flag_mixed_foreign,True,False,,,False
BRUNO_MARS_4344,Bruno_Mars,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,['🇧🇷'],[],,True,22,False,False,False,False,True,False,0.84,Afetivo,0.86,Positivo,0.84,rule,flag_only_foreign_thread,True,False,,,False
BRUNO_MARS_4345,Bruno_Mars,💛💚💛💚❤️❤️,"['💚', '❤️', '💛']",[],,True,8,False,False,False,True,False,False,0.84,Afetivo,0.88,Positivo,0.86,rule,affect_combo_foreign,True,False,,,False
